objectid,subject,title,filename,NTEEC,NAICS,format,LEGALNAME,ALTNAME,AKADBA,ADSTREET,ADCITY,ADSTATE,ADZIP,ADZIP5,web_url,TAXPER15,INCOME15,REVENUE15,date,longitude,latitude,GSTREET,GCITY,GSTATE,GZIP
8400600976,Children's museum,SOUTH BAY CHILDREN'S MUSEUM,demo_001.jpg,A50,,image/jpeg,SOUTH BAY CHILDREN'S MUSEUM,,,2220 OTAY LAKES RD,CHULA VISTA,CA,91915-1004,91915,HTTP://WWW.SOUTHBAYCM.ORG/,,,,,-116.96202,32.64929,2220 OTAY LAKES RD,CHULA VISTA,CA,91915-1004
8400601223,Children's museum,CHILDREN'S MUSEUM AT LA HABRA,demo_001.jpg,A52,813219,image/jpeg,FRIENDS OF THE CHILDRENS MUSEUM AT LA HABRA INC,CHILDREN'S MUSEUM AT LA HABRA,,301 S EUCLID ST,LA HABRA,CA,90631-5412,90631,,201406,435328,395126,1988,-117.9462,33.92915,301 S EUCLID ST,LA HABRA,CA,90631-5412
8400601269,Children's museum,CHILDREN'S DISCOVERY MUSEUM,demo_001.jpg,A52,,image/jpeg,CHILDREN'S DISCOVERY MUSEUM,,,265 VILLAGE RUN W,ENCINITAS,CA,92024-3057,92024,,,,,,-117.25083,33.04871,265 VILLAGE RUN W,ENCINITAS,CA,92024-3057
8400601430,Children's museum,PASO ROBLES CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,CHILDRENS MUSEUM AT THE PASO ROBLES VOLUNTEER FIREHOUSE,,CHILDRENS MUSEUM AT THE PASO ROBLES VOLUNTEER FIREHOUSE,623 13TH ST,PASO ROBLES,CA,93446-2228,93446,HTTP://WWW.PASOKIDS.ORG,201312,152065,144930,2003,-120.69183,35.62791,623 13TH ST,PASO ROBLES,CA,93446-2228
8400601463,Children's museum,FRESNO CHILDREN'S MUSEUM PROJECT,demo_001.jpg,A50,712110,image/jpeg,FRESNO CHILDRENS MUSEUM PROJECT,,,1155 WEST SHAW AVENUE STE 104,FRESNO,CA,93711,93711,HTTP://WWW.PLAYZEUM.ORG,201306,0,0,2015,-119.81124,36.80827,1155 W SHAW AVE STE 104,FRESNO,CA,93711-3748
8400601537,Children's museum,BUENA PARK CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,BUENA PARK CHILDRENS MUSEUM,,,7550 ORANGETHORPE,BUENA PARK,CA,90621-3467,90621,,,,,2013,-118.00153,33.8588,7550 ORANGETHORPE AVE ST,BUENA PARK,CA,90621-3467
8400601662,Children's museum,FOLSOM CHILDREN'S MUSEUM,demo_001.jpg,A52,,image/jpeg,FOLSOM CHILDREN'S MUSEUM,,,912 SUTTER ST,FOLSOM,CA,95630-2441,95630,HTTP://WWW.FOLSOMHISTORICALSOCIETY.ORG/,,,,,-121.17959,38.67563,912 SUTTER ST,FOLSOM,CA,95630-2441
8400601709,Children's museum,CHILDREN'S MUSEUM OF STOCKTON,demo_001.jpg,A52,712110,image/jpeg,CHILDRENS MUSEUM OF STOCKTON,,,402 W WEBER AVE,STOCKTON,CA,95203-3108,95203,HTTP://WWW.CHILDRENSMUSEUMSTOCKTON.ORG/,201306,312571,300284,1996,-121.29656,37.95248,402 W WEBER AVE,STOCKTON,CA,95203-3108
8400601723,Children's museum,OAKLAND EXPLORATORY CHILDREN'S MUSEUM,demo_001.jpg,A50,,image/jpeg,OAKLAND EXPLORATORY CHILDRENS MUSEUM,,,3600 SIERRA RIDE AVE 1308,RICHMOND,CA,94806,94806,,,,,,-122.3392,37.97163,3600 SIERRA RIDE AVE 1308,RICHMOND,CA,94806
8400601934,Children's museum,SAN LUIS OBISPO CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,SAN LUIS OBISPO CHILDRENS MUSEUM,,,1010 NIPOMO ST,SAN LUIPS,CA,93401-3870,93401,HTTP://WWW.SLOCM.ORG,201312,336729,300634,1995,-120.66603,35.27883,1010 NIPOMO ST,SN LUIS OBIS,CA,93401-3870
8400602010,Children's museum,CASTLE EARTH CHILDREN'S MUSEUM,demo_001.jpg,A50,,image/jpeg,CASTLE EARTH CHILDRENS MUSEUM,,CASTLE EARTH CHILDRENS MUSEUM INC A DELAWARE CORPORATION,2616 PHIPPS AVE,SIMI VALLEY,CA,93065,93065,,,,,,-118.74652,34.26633,2616 PHIPPS AVE,SIMI VALLEY,CA,93065
8400602056,Art Museums,CHILDREN'S DREAM ART MUSEUM,demo_001.jpg,,,image/jpeg,CHILDRENS DREAM ART MUSEUM,,,17887 ASH ST,FOUNTAIN VALLEY,CA,92708,92708,,,,,,-117.96515,33.70329,17887 ASH ST,FOUNTAIN VALLEY,CA,92708
8400602158,Children's museum,MUSEUM OF CHILDREN'S BOOKS,demo_001.jpg,A50,710000,image/jpeg,THE MUSEUM OF CHILDRENS BOOKS INC,,,8271 BEVERLY BLVD,LOS ANGELES,CA,90048-4515,90048,HTTP://WWW.SCBWI.ORG,201312,0,0,2001,-118.36965,34.07615,8271 BEVERLY BLVD,LOS ANGELES,CA,90048-4515
8400602382,Children's museum,SAN JOSE CHILDREN'S DISCOVERY MUSEUM,demo_001.jpg,A52,712110,image/jpeg,SAN JOSE CHILDRENS DISCOVERY MUSEUM,SAN JOSE CHILDREN'S DISCOVERY MUSEUM,,180 WOZ WAY,SAN JOSE,CA,95110-2722,95110,HTTPS://WWW.CDM.ORG/,201408,8077969,7849289,1983,-121.88873,37.32674,180 WOZ WAY,SAN JOSE,CA,95110-2722
8400602413,Children's museum,MUSEUM OF CHILDREN'S ART,demo_001.jpg,A52,712110,image/jpeg,MUSEUM OF CHILDRENS ART,MUSEUM OF CHILDREN'S ART,,538 9TH ST STE 210,OAKLAND,CA,94612-1564,94612,,201306,911630,911630,1993,-122.27276,37.80679,1625 CLAY STREET,OAKLAND,CA,94612-1564
8400602438,Children's museum,HABITOT CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,HABITOT CHILDRENS MUSEUM,HABITOT CHILDREN'S MUSEUM,,1563 SOLANO AVE 326,BERKELEY,CA,94707-2116,94707,HTTP://WWW.HABITOT.ORG,201312,514470,498321,1998,-122.2846,37.89114,1563 SOLANO AVE 326,BERKELEY,CA,94707-2116
8400602484,Children's museum,VALLEY CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,VALLEY CHILDRENS MUSEUM,,,PO BOX 2102,DUBLIN,CA,94568-0210,94568,HTTP://VALLEYCHILDRENSMUSEUM.ORG/,201405,17831,17831,2000,-121.86699,37.71391,4201B CENTRAL PARKWAY,DUBLIN,CA,94568-0210
8400602678,Children's museum,CHILDREN'S MUSEUM OF LOS ANGELES,demo_001.jpg,A52,,image/jpeg,CHILDRENS MUSEUM OF LOS ANGELES,,,3250 OCEAN PARK BLVD STE 350,SANTA MONICA,CA,90405-3257,90405,,,,,,-118.45219,34.02078,3250 OCEAN PARK BLVD STE 350,SANTA MONICA,CA,90405-3257
8400602714,Children's museum,NEW CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,THE NEW CHILDRENS MUSEUM,CHILDREN'S MUSEUM,,200 W ISLAND AVE,SAN DIEGO,CA,92101-6850,92101,HTTP://WWW.THINKPLAYCREATE.ORG,201312,3807136,3652201,1981,-117.16467,32.71049,200 W ISLAND AVE,SAN DIEGO,CA,92101-6850
8400602859,Children's museum,CHILDREN'S WORLD MUSEUM,demo_001.jpg,A50,712110,image/jpeg,CHILDRENS WORLD MUSEUM,,,3700 4TH AVENUE,LA CRESCENTA,CA,91214,91214,,201412,0,0,1998,-118.26028,34.23395,3700 4TH AVE,GLENDALE,CA,91214-2442
8400800106,Children's museum,CLIMBING TREE CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,CLIMBING TREE CHILDRENS MUSEUM,,,413 N 1ST ST,MONTROSE,CO,81401,81401,HTTP://WWW.THECLIMBINGTREE.ORG/,201312,0,0,2006,-107.87052,38.47276,330 SOUTH 8TH STREET,MONTROSE,CO,81401
8400800233,Science & Technology Museums and Planetariums,TRAILHEAD CHILDREN'S MUSEUM,demo_001.jpg,A57,712110,image/jpeg,TRAILHEAD CHILDRENS MUSEUM,,,PO BOX 1508,CRESTED BUTTE,CO,81224-1508,81224,HTTP://WWW.TRAILHEADKIDS.ORG/,201312,177441,164689,2008,-106.90742,38.82981,THE OUTPOST BUILDING 19 EMMONS LOOP,MT CRESTED BUTTE,CO,81224-1508
8400800237,Children's museum,HAPPY HANDS CHILDREN'S MUSEUM,demo_001.jpg,,,image/jpeg,HAPPY HANDS CHILDRENS MUSEUM,,,551 TAOPI LANE,WOODLAND PARK,CO,80863,80863,,,,,,-105.05864,39.00573,551 TAOPI LANE,WOODLAND PARK,CO,80863
8400800268,Children's museum,MOUNTAIN TOP CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,MOUNTAIN TOP CHILDRENS MUSEUM INC,,,PO BOX 4359,BRECKENRIDGE,CO,80424-4359,80424,HTTP://WWW.MTNTOPMUSEUM.ORG,201312,179271,169420,2002,-106.06155,39.50498,605 S PARK AVE,BRECKENRIDGE,CO,80424-4359
8400800426,Children's museum,CHILDREN'S MUSEUM OF DENVER,demo_001.jpg,A52,712110,image/jpeg,CHILDRENS MUSEUM OF DENVER INC,CHILDREN'S MUSEUM OF DENVER,,2121 CHILDRENS MUSEUM DR,DENVER,CO,80211-5221,80211,HTTP://WWW.MYCHILDSMUSEUM.ORG,201406,12808165,12400759,1974,-105.01681,39.74899,2121 CHILDRENS MUSEUM DR,DENVER,CO,80211-5221
8400800501,Children's museum,COLORADO SPRINGS CHILDREN'S MUSEUM,demo_001.jpg,A52,,image/jpeg,COLORADO SPRINGS CHILDRENS MUSEUM INC,,,731 N WEBER,COLORADO SPRINGS,CO,80903,80903,,,,,,-104.8192,38.84406,731 N WEBER,COLORADO SPRINGS,CO,80903
8400800507,Children's museum,COLLAGE CHILDREN'S MUSEUM,demo_001.jpg,A52,,image/jpeg,COLLAGE CHILDRENS MUSEUM,,,2065 30TH ST,BOULDER,CO,80301,80301,,,,,,-105.25372,40.02254,2065 30TH ST,BOULDER,CO,80301
8400800592,Children's museum,WOW CHILDREN'S MUSEUM WORLD OF WONDER,demo_001.jpg,A52,712110,image/jpeg,WOW CHILDRENS MUSEUM WORLD OF WONDER LTD,WOW! WORLD OF WONDER CHILDREN'S MUSEUM,,110 N HARRISON AVE,LAFAYETTE,CO,80026-2336,80026,HTTP://WWW.WOWMUSEUM.COM,201412,509033,506053,1997,-105.08925,39.99832,110 N HARRISON AVE,LAFAYETTE,CO,80026-2336
8400900066,Children's museum,IMAGINE NATION CHILDREN'S MUSEUM,demo_001.jpg,,,image/jpeg,IMAGINE NATION CHILDREN'S MUSEUM,,,1 PLEASANT ST,BRISTOL,CT,6010,6010,HTTP://WWW.IMAGINEMUSEUM.ORG,,,,,-72.94661,41.66994,1 PLEASANT ST,BRISTOL,CT,6010
8400900132,Children's museum,LUTZ CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,LUTZ CHILDRENS MUSEUM,,,47 SOUTH MAIN STREET,ANCHESTER,CT,06040-6561,6040,HTTP://LUTZMUSEUM.ORG/,201406,394484,387094,1959,-72.52038,41.7557,247 S MAIN ST,MANCHESTER,CT,06040-6561
8400900150,Natural History & Natural Science Museums,CHILDREN'S MUSEUM,demo_001.jpg,A56,712110,image/jpeg,CHILDRENS MUSEUM INC,CHILDREN'S MUSEUM; TRAVELERS SCIENCE DOME AT GENGRAS PLANETARIUM,,950 TROUT BROOK DR,WEST HARTFORD,CT,06119-1437,6119,,201406,2285324,1656405,1989,-72.73786,41.76198,950 TROUT BROOK DR,WEST HARTFOR,CT,06119-1437
8400900363,Children's museum,CHILDREN'S MUSEUM OF SOUTHEASTERN CONNECTICUT,demo_001.jpg,A52,712110,image/jpeg,CHILDRENS MUSEUM OF SOUTHEASTERN CONNECTICUT INC,CHILDREN'S MUSEUM OF SOUTHEASTERN CONNECTICUT,,409 MAIN ST,NIANTIC,CT,06357-3103,6357,HTTP://WWW.CHILDRENSMUSEUMSECT.ORG,201309,287679,281389,1997,-72.20041,41.32219,409 MAIN ST,NIANTIC,CT,06357-3103
8400900407,Children's museum,STEPPING STONES MUSEUM FOR CHILDREN,demo_001.jpg,A52,712110,image/jpeg,STEPPING STONES MUSEUM FOR CHILDREN INC,,,303 WEST AVE,NORWALK,CT,06850-4002,6850,HTTP://WWW.STEPPINGSTONESMUSEUM.ORG,201312,8302033,7951249,1997,-73.41816,41.10954,303 WEST AVE,NORWALK,CT,06850-4002
8400900450,Children's museum,CONNECTICUT CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,CONNECTICUT CHILDRENS MUSEUM,CONNECTICUT CHILDREN'S MUSEUM,,22 WALL ST,NEW HAVEN,CT,06511-6528,6511,HTTP://WWW.CHILDRENSBUILDING.ORG,201308,799710,799710,1974,-72.9211,41.30845,22 WALL ST,NEW HAVEN,CT,06511-6528
8400900506,Children's museum,NEWTOWN CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,NEWTOWN CHILDRENS MUSEUM INC,,,PO BOX 566,BOTSFORD,CT,06470-2398,6470,HTTP://WWW.EVERWONDERMUSEUM.ORG/,201312,142891,142891,2012,-73.26872,41.38327,3 RIVER RUN RD,NEWTOWN,CT,06470-2398
8401000013,Children's museum,DELAWARE CHILDREN'S MUSEUM,demo_001.jpg,,,image/jpeg,DELAWARE CHILDRENS MUSEUM,,,110 S POPLAR ST,WILMINGTON,DE,19801,19801,HTTP://WWW.DELAWARECHILDRENSMUSEUM.ORG,,,,,-75.54882,39.73644,110 S POPLAR ST,WILMINGTON,DE,19801
8401200228,Children's museum,CHILDREN'S MUSEUM OF TREASURE COAST,demo_001.jpg,A52,712110,image/jpeg,CHILDRENS MUSEUM OF THE TREASURE COAST INC,,,1707 NE INDIAN RIVER DR,JENSEN BEACH,FL,34957,34957,HTTP://WWW.CHILDRENSMUSEUMTC.ORG,201308,614823,567068,2001,-80.25,27.19251,PO BOX 2147,STUART,FL,34995-2147
8401200266,Children's museum,GOLISANO CHILDREN'S MUSEUM OF NAPLES,demo_001.jpg,A52,712110,image/jpeg,GOLISANO CHILDRENS MUSEUM OF NAPLES INC,GOLISANO CHILDREN'S MUSEUM OF NAPLES,,15080 LIVINGSTON RD,NAPLES,FL,34109-3808,34109,HTTP://WWW.CMON.ORG/,201312,2228073,2007512,2002,-81.73998,26.21907,15080 LIVINGSTON RD,NAPLES,FL,34109-3808
8401200535,Children's museum,SCHOOLHOUSE CHILDREN'S MUSEUM AND LEARNING CENTER,demo_001.jpg,A52,712110,image/jpeg,BOYNTON CULTURAL CENTRE INC,,,129 E OCEAN AVE,BOYNTON BEACH,FL,33435-4536,33435,HTTP://WWW.SCHOOLHOUSEMUSEUM.ORG,201309,286455,286455,1997,-80.06354,26.52718,129 E OCEAN AVE,BOYNTON BEAC,FL,33435-4536
8401200593,Children's museum,LIGHT HOUSE CHILDREN S MUSEUM,demo_001.jpg,A52,,image/jpeg,LIGHT HOUSE CHILDREN S MUSEUM INC,,,2112 ALTOONA LN,DELTONA,FL,32738-2305,32738,,,,,,-81.21376,28.93971,2112 ALTOONA LN,DELTONA,FL,32738-2305
8401200651,Botanical Gardens and Nature Centers,FAIRCHILD TROPICAL BOTANIC GARDEN,demo_001.jpg,C42,712130,image/jpeg,FAIRCHILD TROPICAL BOTANIC GARDEN,,,10901 OLD CUTLER RD,CORAL GABLES,FL,33156-4233,33156,HTTP://WWW.FAIRCHILDGARDEN.ORG,201310,24085585,10039183,1937,-80.27824,25.67294,10901 OLD CUTLER RD,MIAMI,FL,33156-4233
8401200801,Children's museum,NATURES WONDERLAND CHILDREN'S MUSEUM,demo_001.jpg,,,image/jpeg,NATURES WONDERLAND CHILDRENS MUSEUM INC,,,2717 N TAMIAMI TRL,N FT MYERS,FL,33903,33903,,,,,,-81.89652,26.70586,2717 N TAMIAMI TRL,N FT MYERS,FL,33903
8401200804,Children's museum,MIAMI CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,MIAMI CHILDRENS MUSEUM INC,,,980 MACARTHUR CSWY,MIAMI,FL,33132-1604,33132,,201406,7136716,6716063,1984,-80.1761,25.78334,980 MACARTHUR CSWY,MIAMI,FL,33132-1604
8401200834,Children's museum,CHILDREN'S MUSEUM OF TAMPA,demo_001.jpg,A52,712110,image/jpeg,CHILDRENS MUSEUM OF TAMPA INC,,,110 W GASPARILLA PLZ,TAMPA,FL,33602-1500,33602,HTTP://GLAZERMUSEUM.ORG/,201409,2810805,2642291,1986,-82.46197,27.94976,110 W GASPARILLA PLZ,TAMPA,FL,33602-1500
8401200889,Children's museum,EXPLORATIONS V CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,EXPLORATIONS V CHILDRENS MUSEUM INC,,,109 N KENTUCKY AVE,LAKELAND,FL,33801-5057,33801,HTTP://WWW.EXPLORATIONSV.COM,201406,1407511,1279629,1991,-81.95508,28.04421,109 NORTH KENTUCKY AVENU,LAKELAND,FL,33801-5057
8401200976,Children's museum,EXPO CHILDREN'S MUSEUM,demo_001.jpg,A50,,image/jpeg,EXPO CHILDRENS MUSEUM OF,,,PO BOX 5951,GAINESVILLE,FL,32627-5951,32627,,,,,,-82.32441,29.66477,PO BOX 5951,GAINESVILLE,FL,32627-5951
8401200992,Children's museum,HANDS ON CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,HANDS ON CHILDRENS MUSEUM INC,,,8580 BEACH BLVD,JACKSONVILLE,FL,32216-4615,32216,HTTP://HANDSONCHILDRENSMUSEUMJAX.COM,201312,217233,217233,1997,-81.56847,30.28694,8580 BEACH BLVD,JACKSONVILLE,FL,32216-4615
8401201095,Children's museum,BOCA RATON CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,CHILDRENS MUSEUM INC,,,498 CRAWFORD BLVD,BOCA RATON,FL,33432-3752,33432,HTTP://WWW.THECHILDRENSMUSEUMCT.ORG,201404,308840,282842,1981,-80.09122,26.35487,498 CRAWFORD BLVD,BOCA RATON,FL,33432-3752
8401201136,Science & Technology Museums and Planetariums,CHILDREN'S SCIENCE CENTER FLORIDA,demo_001.jpg,A57,,image/jpeg,CHILDREN'S SCIENCE CENTER FL,,,PO BOX 151381,CAPE CORAL,FL,33915-1381,33915,,,,,,-81.95582,26.6333,PO BOX 151381,CAPE CORAL,FL,33915-1381
8401201159,Children's museum,INTERNATIONAL CHILDREN'S MUSEUM,demo_001.jpg,A50,,image/jpeg,INTERNATIONAL CHILDRENS MUSEUM INC,,,3450 NORTHLAKE BLVD,LAKE PARK,FL,33403,33403,,,,,,-80.08981,26.80841,3450 NORTHLAKE BLVD,LAKE PARK,FL,33403
8401201176,Children's museum,CHILDREN'S CULTURAL CENTER,demo_001.jpg,,,image/jpeg,CHILDRENS CULTURAL CENTER,,,265 AUSTIN LN,WEST PALM BEA,FL,33401-7711,33401,,,,,,-80.05104,26.69644,265 AUSTIN LN,WEST PALM BEA,FL,33401-7711
